county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Broward,0516 X003,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,688,71,280,337,0
Broward,0516 X003,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,479,43,256,180,0
Broward,0516 X003,Fourth District Court of Appeal - Martha C. Warner,,,Yes,855,89,393,373,0
Broward,0516 X003,Fourth District Court of Appeal - Martha C. Warner,,,No.,314,29,138,147,0
Broward,0516 X003,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,516,60,216,240,0
Broward,0516 X003,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,592,53,298,241,0
Broward,0516 X003,School Board At Large - Seat 9,,,Debra Hixon.,791,82,361,348,0
Broward,0516 X003,School Board At Large - Seat 9,,,Jeff Holness,364,30,168,166,0
Broward,0516 X003,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,647,66,290,291,0
Broward,0516 X003,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,464,45,223,196,0
Broward,0516 X003,No. 1 Constitutional Amendment,,,Yes,925,93,405,427,0
Broward,0516 X003,No. 1 Constitutional Amendment,,,No.,325,29,160,136,0
Broward,0516 X003,No. 2 Constitutional Amendment,,,Yes,1000,92,472,436,0
Broward,0516 X003,No. 2 Constitutional Amendment,,,No.,248,35,88,125,0
Broward,0516 X003,No. 3 Constitutional Amendment,,,Yes,774,89,350,335,0
Broward,0516 X003,No. 3 Constitutional Amendment,,,No.,437,35,198,204,0
Broward,0516 X003,No. 4 Constitutional Amendment,,,Yes,618,74,257,287,0
Broward,0516 X003,No. 4 Constitutional Amendment,,,No.,580,47,288,245,0
Broward,0516 X003,No. 5 Constitutional Amendment,,,Yes,834,84,407,343,0
Broward,0516 X003,No. 5 Constitutional Amendment,,,No.,372,38,145,189,0
Broward,0516 X003,No. 6 Constitutional Amendment,,,Yes,1108,111,509,488,0
Broward,0516 X003,No. 6 Constitutional Amendment,,,No.,142,16,57,69,0
Broward,0516 X003,Broward County Ballot Question,,,Yes,795,71,380,344,0
Broward,0516 X003,Broward County Ballot Question,,,No.,407,50,165,192,0
Broward,0516 X003,Broward County Charter Question,,,Yes,857,96,366,395,0
Broward,0516 X003,Broward County Charter Question,,,No.,351,26,175,150,0
Broward,0517 X004,Registered Voters,,,,1527,,,,
Broward,0517 X004,Ballots Cast,,,,1082,166,494,421,1
Broward,0517 X004,Ballots Cast Blank,,,,67,17,21,29,0
Broward,0517 X004,President,,REP,Donald J. Trump,493,97,153,243,0
Broward,0517 X004,President,,DEM,Joseph R. Biden,571,61,333,176,1
Broward,0517 X004,President,,LPF,Jo Jorgensen,7,3,4,0,0
Broward,0517 X004,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0517 X004,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0517 X004,President,,GRE,Howie Hawkins,4,2,1,1,0
Broward,0517 X004,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0517 X004,President,,,Write-ins,3,1,2,0,0
Broward,0517 X004,U.S. House,23,REP,Carla Spalding,461,92,139,230,0
Broward,0517 X004,U.S. House,23,DEM,Debbie Wasserman Schultz,571,61,335,174,1
Broward,0517 X004,U.S. House,23,,Write-ins,5,0,2,3,0
Broward,0517 X004,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,477,92,146,239,0
Broward,0517 X004,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,535,59,318,157,1
Broward,0517 X004,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,716,90,382,243,1
Broward,0517 X004,Public Defender - 17th Judicial Circuit,,,Write-ins,49,6,12,31,0
Broward,0517 X004,State Senate,35,DEM,"Shevrin ""Shev"" Jones",707,86,383,237,1
Broward,0517 X004,State Senate,35,,Write-ins,50,5,11,34,0
Broward,0517 X004,State House,101,REP,"Vincent ""Vinny"" Parlatore",451,86,134,231,0
Broward,0517 X004,State House,101,DEM,Marie Woodson,556,59,329,167,1
Broward,0517 X004,Sheriff,,REP,H. Wayne Clark,440,80,132,228,0
Broward,0517 X004,Sheriff,,DEM,Gregory Tony,540,58,320,161,1
Broward,0517 X004,Sheriff,,NPA,"Charles ""Chuck"" Whatley",36,10,16,10,0
Broward,0517 X004,Sheriff,,,Write-ins,4,1,2,1,0
Broward,0517 X004,Supervisor of Elections,,REP,Catherine McBreen,451,83,139,229,0
Broward,0517 X004,Supervisor of Elections,,DEM,Joe Scott,563,65,328,169,1
Broward,0517 X004,Supervisor of Elections,,,Write-ins,2,0,0,2,0
Broward,0517 X004,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,574,87,240,246,1
Broward,0517 X004,Justice of the Supreme Court - Carlos G. Muniz,,,No.,342,42,194,106,0
Broward,0517 X004,Fourth District Court of Appeal - Alan O. Forst,,,Yes,588,88,261,239,0
Broward,0517 X004,Fourth District Court of Appeal - Alan O. Forst,,,No.,307,37,169,100,1
Broward,0517 X004,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,574,88,246,240,0
Broward,0517 X004,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,321,38,182,100,1
Broward,0517 X004,Fourth District Court of Appeal - Martha C. Warner,,,Yes,671,89,340,241,1
Broward,0517 X004,Fourth District Court of Appeal - Martha C. Warner,,,No.,227,38,90,99,0
Broward,0517 X004,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,495,80,212,203,0
Broward,0517 X004,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,372,41,201,129,1
Broward,0517 X004,School Board At Large - Seat 9,,,Debra Hixon.,610,78,302,229,1
Broward,0517 X004,School Board At Large - Seat 9,,,Jeff Holness,269,46,122,101,0
Broward,0517 X004,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,570,79,264,226,1
Broward,0517 X004,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,295,42,151,102,0
Broward,0517 X004,No. 1 Constitutional Amendment,,,Yes,784,120,346,317,1
Broward,0517 X004,No. 1 Constitutional Amendment,,,No.,207,21,120,66,0
Broward,0517 X004,No. 2 Constitutional Amendment,,,Yes,694,96,352,245,1
Broward,0517 X004,No. 2 Constitutional Amendment,,,No.,277,44,100,133,0
Broward,0517 X004,No. 3 Constitutional Amendment,,,Yes,596,103,278,214,1
Broward,0517 X004,No. 3 Constitutional Amendment,,,No.,348,31,162,155,0
Broward,0517 X004,No. 4 Constitutional Amendment,,,Yes,472,85,195,192,0
Broward,0517 X004,No. 4 Constitutional Amendment,,,No.,466,47,245,173,1
Broward,0517 X004,No. 5 Constitutional Amendment,,,Yes,704,105,336,262,1
Broward,0517 X004,No. 5 Constitutional Amendment,,,No.,245,33,107,105,0
Broward,0517 X004,No. 6 Constitutional Amendment,,,Yes,892,134,417,340,1
Broward,0517 X004,No. 6 Constitutional Amendment,,,No.,101,9,48,44,0
Broward,0517 X004,Broward County Ballot Question,,,Yes,602,94,292,215,1
Broward,0517 X004,Broward County Ballot Question,,,No.,329,42,147,140,0
Broward,0517 X004,Broward County Charter Question,,,Yes,636,101,300,234,1
Broward,0517 X004,Broward County Charter Question,,,No.,311,36,145,130,0
Broward,0518 X005,Registered Voters,,,,1697,,,,
Broward,0518 X005,Ballots Cast,,,,1342,177,682,483,0
Broward,0518 X005,Ballots Cast Blank,,,,63,13,24,26,0
Broward,0518 X005,President,,REP,Donald J. Trump,651,120,243,288,0
Broward,0518 X005,President,,DEM,Joseph R. Biden,670,51,430,189,0
Broward,0518 X005,President,,LPF,Jo Jorgensen,6,2,2,2,0
Broward,0518 X005,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,0,1,0
Broward,0518 X005,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0518 X005,President,,GRE,Howie Hawkins,1,0,0,1,0
Broward,0518 X005,President,,CPF,Don Blankenship,1,0,0,1,0
Broward,0518 X005,President,,,Write-ins,3,1,2,0,0
Broward,0518 X005,U.S. House,23,REP,Carla Spalding,653,125,250,278,0
Broward,0518 X005,U.S. House,23,DEM,Debbie Wasserman Schultz,657,50,421,186,0
Broward,0518 X005,U.S. House,23,,Write-ins,3,0,1,2,0
Broward,0518 X005,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,670,115,274,281,0
Broward,0518 X005,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,620,51,387,182,0
Broward,0518 X005,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,835,90,504,241,0
Broward,0518 X005,Public Defender - 17th Judicial Circuit,,,Write-ins,45,6,13,26,0
Broward,0518 X005,Sheriff,,REP,H. Wayne Clark,548,95,214,239,0
Broward,0518 X005,Sheriff,,DEM,Gregory Tony,676,57,408,211,0
Broward,0518 X005,Sheriff,,NPA,"Charles ""Chuck"" Whatley",51,12,26,13,0
Broward,0518 X005,Sheriff,,,Write-ins,1,0,1,0,0
Broward,0518 X005,Supervisor of Elections,,REP,Catherine McBreen,641,113,245,283,0
Broward,0518 X005,Supervisor of Elections,,DEM,Joe Scott,645,48,415,182,0
Broward,0518 X005,Supervisor of Elections,,,Write-ins,0,0,0,0,0
Broward,0518 X005,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,750,108,337,305,0
Broward,0518 X005,Justice of the Supreme Court - Carlos G. Muniz,,,No.,405,39,264,102,0
Broward,0518 X005,Fourth District Court of Appeal - Alan O. Forst,,,Yes,765,108,361,296,0
Broward,0518 X005,Fourth District Court of Appeal - Alan O. Forst,,,No.,366,34,232,100,0
Broward,0518 X005,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,756,104,359,293,0
Broward,0518 X005,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,365,37,230,98,0
Broward,0518 X005,Fourth District Court of Appeal - Martha C. Warner,,,Yes,878,105,453,320,0
Broward,0518 X005,Fourth District Court of Appeal - Martha C. Warner,,,No.,247,34,138,75,0
Broward,0518 X005,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,651,100,313,238,0
Broward,0518 X005,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,426,33,263,130,0
Broward,0518 X005,School Board At Large - Seat 9,,,Debra Hixon.,844,108,461,275,0
Broward,0518 X005,School Board At Large - Seat 9,,,Jeff Holness,285,37,139,109,0
Broward,0518 X005,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,748,95,397,256,0
Broward,0518 X005,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,338,41,185,112,0
Broward,0518 X005,No. 1 Constitutional Amendment,,,Yes,973,135,477,361,0
Broward,0518 X005,No. 1 Constitutional Amendment,,,No.,291,26,178,87,0
Broward,0518 X005,No. 2 Constitutional Amendment,,,Yes,797,97,442,258,0
Broward,0518 X005,No. 2 Constitutional Amendment,,,No.,439,67,180,192,0
Broward,0518 X005,No. 3 Constitutional Amendment,,,Yes,684,105,358,221,0
Broward,0518 X005,No. 3 Constitutional Amendment,,,No.,520,57,253,210,0
Broward,0518 X005,No. 4 Constitutional Amendment,,,Yes,518,88,222,208,0
Broward,0518 X005,No. 4 Constitutional Amendment,,,No.,669,68,379,222,0
Broward,0518 X005,No. 5 Constitutional Amendment,,,Yes,886,115,474,297,0
Broward,0518 X005,No. 5 Constitutional Amendment,,,No.,301,34,146,121,0
Broward,0518 X005,No. 6 Constitutional Amendment,,,Yes,1130,139,589,402,0
Broward,0518 X005,No. 6 Constitutional Amendment,,,No.,111,16,54,41,0
Broward,0518 X005,Broward County Ballot Question,,,Yes,781,91,434,256,0
Broward,0518 X005,Broward County Ballot Question,,,No.,388,57,180,151,0
Broward,0518 X005,Broward County Charter Question,,,Yes,727,90,378,259,0
Broward,0518 X005,Broward County Charter Question,,,No.,465,58,248,159,0
Broward,0519 X006,Registered Voters,,,,2749,,,,
Broward,0519 X006,Ballots Cast,,,,2131,271,970,888,2
Broward,0519 X006,Ballots Cast Blank,,,,103,27,30,46,0
Broward,0519 X006,President,,REP,Donald J. Trump,792,140,264,387,1
Broward,0519 X006,President,,DEM,Joseph R. Biden,1316,130,691,494,1
Broward,0519 X006,President,,LPF,Jo Jorgensen,6,1,3,2,0
Broward,0519 X006,President,,REF,"Roque ""Rocky"" De La Fuente",3,0,3,0,0
Broward,0519 X006,President,,PSL,Gloria La Riva,1,0,1,0,0
Broward,0519 X006,President,,GRE,Howie Hawkins,4,0,4,0,0
Broward,0519 X006,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0519 X006,President,,,Write-ins,4,0,1,3,0
Broward,0519 X006,U.S. House,23,REP,Carla Spalding,774,134,261,378,1
Broward,0519 X006,U.S. House,23,DEM,Debbie Wasserman Schultz,1277,124,674,478,1
Broward,0519 X006,U.S. House,23,,Write-ins,4,0,2,2,0
Broward,0519 X006,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,755,123,259,373,0
Broward,0519 X006,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1264,131,662,469,2
Broward,0519 X006,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1579,181,803,593,2
Broward,0519 X006,Public Defender - 17th Judicial Circuit,,,Write-ins,64,12,15,37,0
Broward,0519 X006,Sheriff,,REP,H. Wayne Clark,674,105,227,342,0
Broward,0519 X006,Sheriff,,DEM,Gregory Tony,1240,136,628,475,1
Broward,0519 X006,Sheriff,,NPA,"Charles ""Chuck"" Whatley",97,15,58,23,1
Broward,0519 X006,Sheriff,,,Write-ins,10,1,5,4,0
Broward,0519 X006,Supervisor of Elections,,REP,Catherine McBreen,732,118,255,359,0
Broward,0519 X006,Supervisor of Elections,,DEM,Joe Scott,1279,130,670,477,2
Broward,0519 X006,Supervisor of Elections,,,Write-ins,5,1,1,3,0
Broward,0519 X006,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,1012,154,391,465,2
Broward,0519 X006,Justice of the Supreme Court - Carlos G. Muniz,,,No.,863,73,494,296,0
Broward,0519 X006,Fourth District Court of Appeal - Alan O. Forst,,,Yes,1063,153,437,472,1
Broward,0519 X006,Fourth District Court of Appeal - Alan O. Forst,,,No.,762,67,435,259,1
Broward,0519 X006,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,1052,142,433,476,1
Broward,0519 X006,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,771,75,437,258,1
Broward,0519 X006,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1378,167,650,559,2
Broward,0519 X006,Fourth District Court of Appeal - Martha C. Warner,,,No.,456,53,220,183,0
Broward,0519 X006,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,901,121,383,396,1
Broward,0519 X006,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,872,87,465,319,1
Broward,0519 X006,School Board At Large - Seat 9,,,Debra Hixon.,1249,160,586,501,2
Broward,0519 X006,School Board At Large - Seat 9,,,Jeff Holness,589,58,279,252,0
Broward,0519 X006,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,1056,142,472,441,1
Broward,0519 X006,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,720,72,370,277,1
Broward,0519 X006,No. 1 Constitutional Amendment,,,Yes,1443,202,599,640,2
Broward,0519 X006,No. 1 Constitutional Amendment,,,No.,548,42,324,182,0
Broward,0519 X006,No. 2 Constitutional Amendment,,,Yes,1457,169,708,578,2
Broward,0519 X006,No. 2 Constitutional Amendment,,,No.,470,64,174,232,0
Broward,0519 X006,No. 3 Constitutional Amendment,,,Yes,1135,149,517,468,1
Broward,0519 X006,No. 3 Constitutional Amendment,,,No.,756,77,353,325,1
Broward,0519 X006,No. 4 Constitutional Amendment,,,Yes,893,140,359,392,2
Broward,0519 X006,No. 4 Constitutional Amendment,,,No.,978,86,502,390,0
Broward,0519 X006,No. 5 Constitutional Amendment,,,Yes,1350,162,646,540,2
Broward,0519 X006,No. 5 Constitutional Amendment,,,No.,558,60,251,247,0
Broward,0519 X006,No. 6 Constitutional Amendment,,,Yes,1768,210,821,735,2
Broward,0519 X006,No. 6 Constitutional Amendment,,,No.,208,27,88,93,0
Broward,0519 X006,Broward County Ballot Question,,,Yes,1258,135,626,496,1
Broward,0519 X006,Broward County Ballot Question,,,No.,626,88,249,288,1
Broward,0519 X006,Broward County Charter Question,,,Yes,1230,154,572,503,1
Broward,0519 X006,Broward County Charter Question,,,No.,685,80,316,288,1
Broward,0520 X007,Registered Voters,,,,2594,,,,
Broward,0520 X007,Ballots Cast,,,,1916,263,890,763,0
Broward,0520 X007,Ballots Cast Blank,,,,131,32,33,66,0
Broward,0520 X007,President,,REP,Donald J. Trump,890,162,287,441,0
Broward,0520 X007,President,,DEM,Joseph R. Biden,1001,95,594,312,0
Broward,0520 X007,President,,LPF,Jo Jorgensen,10,3,3,4,0
Broward,0520 X007,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0520 X007,President,,PSL,Gloria La Riva,1,0,0,1,0
Broward,0520 X007,President,,GRE,Howie Hawkins,2,0,2,0,0
Broward,0520 X007,President,,CPF,Don Blankenship,2,1,0,1,0
Broward,0520 X007,President,,,Write-ins,3,0,2,1,0
Broward,0520 X007,U.S. House,23,REP,Carla Spalding,859,142,295,422,0
Broward,0520 X007,U.S. House,23,DEM,Debbie Wasserman Schultz,980,98,571,311,0
Broward,0520 X007,U.S. House,23,,Write-ins,5,2,2,1,0
Broward,0520 X007,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,852,143,276,433,0
Broward,0520 X007,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,956,90,576,290,0
Broward,0520 X007,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1247,145,690,412,0
Broward,0520 X007,Public Defender - 17th Judicial Circuit,,,Write-ins,52,9,18,25,0
Broward,0520 X007,State Senate,35,DEM,"Shevrin ""Shev"" Jones",1226,142,680,404,0
Broward,0520 X007,State Senate,35,,Write-ins,54,9,20,25,0
Broward,0520 X007,State House,101,REP,"Vincent ""Vinny"" Parlatore",384,65,132,187,0
Broward,0520 X007,State House,101,DEM,Marie Woodson,490,49,306,135,0
Broward,0520 X007,Sheriff,,REP,H. Wayne Clark,717,127,230,360,0
Broward,0520 X007,Sheriff,,DEM,Gregory Tony,990,100,565,325,0
Broward,0520 X007,Sheriff,,NPA,"Charles ""Chuck"" Whatley",83,6,50,27,0
Broward,0520 X007,Sheriff,,,Write-ins,5,1,3,1,0
Broward,0520 X007,Supervisor of Elections,,REP,Catherine McBreen,835,143,273,419,0
Broward,0520 X007,Supervisor of Elections,,DEM,Joe Scott,963,90,580,293,0
Broward,0520 X007,Supervisor of Elections,,,Write-ins,4,2,1,1,0
Broward,0520 X007,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,970,157,405,408,0
Broward,0520 X007,Justice of the Supreme Court - Carlos G. Muniz,,,No.,643,49,386,208,0
Broward,0520 X007,Fourth District Court of Appeal - Alan O. Forst,,,Yes,999,155,435,409,0
Broward,0520 X007,Fourth District Court of Appeal - Alan O. Forst,,,No.,564,46,334,184,0
Broward,0520 X007,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,969,148,432,389,0
Broward,0520 X007,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,577,49,338,190,0
Broward,0520 X007,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1146,148,569,429,0
Broward,0520 X007,Fourth District Court of Appeal - Martha C. Warner,,,No.,410,50,203,157,0
Broward,0520 X007,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,850,131,384,335,0
Broward,0520 X007,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,653,60,369,224,0
Broward,0520 X007,School Board At Large - Seat 9,,,Debra Hixon.,1129,133,559,437,0
Broward,0520 X007,School Board At Large - Seat 9,,,Jeff Holness,432,66,204,162,0
Broward,0520 X007,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,945,140,421,384,0
Broward,0520 X007,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,553,50,325,178,0
Broward,0520 X007,No. 1 Constitutional Amendment,,,Yes,1341,204,605,532,0
Broward,0520 X007,No. 1 Constitutional Amendment,,,No.,400,22,235,143,0
Broward,0520 X007,No. 2 Constitutional Amendment,,,Yes,1191,132,631,428,0
Broward,0520 X007,No. 2 Constitutional Amendment,,,No.,540,93,198,249,0
Broward,0520 X007,No. 3 Constitutional Amendment,,,Yes,1010,142,522,346,0
Broward,0520 X007,No. 3 Constitutional Amendment,,,No.,666,74,292,300,0
Broward,0520 X007,No. 4 Constitutional Amendment,,,Yes,832,138,386,308,0
Broward,0520 X007,No. 4 Constitutional Amendment,,,No.,825,76,418,331,0
Broward,0520 X007,No. 5 Constitutional Amendment,,,Yes,1238,180,601,457,0
Broward,0520 X007,No. 5 Constitutional Amendment,,,No.,444,41,213,190,0
Broward,0520 X007,No. 6 Constitutional Amendment,,,Yes,1573,207,764,602,0
Broward,0520 X007,No. 6 Constitutional Amendment,,,No.,170,19,77,74,0
Broward,0520 X007,Broward County Ballot Question,,,Yes,1035,129,521,385,0
Broward,0520 X007,Broward County Ballot Question,,,No.,602,84,272,246,0
Broward,0520 X007,Broward County Charter Question,,,Yes,1033,137,508,388,0
Broward,0520 X007,Broward County Charter Question,,,No.,635,82,293,260,0
Broward,0521 X008,Registered Voters,,,,1418,,,,
Broward,0521 X008,Ballots Cast,,,,1091,63,578,450,0
Broward,0521 X008,Ballots Cast Blank,,,,67,6,31,30,0
Broward,0521 X008,President,,REP,Donald J. Trump,389,34,140,215,0
Broward,0521 X008,President,,DEM,Joseph R. Biden,692,27,433,232,0
Broward,0521 X008,President,,LPF,Jo Jorgensen,0,0,0,0,0
Broward,0521 X008,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0521 X008,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0521 X008,President,,GRE,Howie Hawkins,2,1,1,0,0
Broward,0521 X008,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0521 X008,President,,,Write-ins,2,0,0,2,0
Broward,0521 X008,U.S. House,23,REP,Carla Spalding,384,36,149,199,0
Broward,0521 X008,U.S. House,23,DEM,Debbie Wasserman Schultz,672,25,413,234,0
Broward,0521 X008,U.S. House,23,,Write-ins,4,0,3,1,0
